	0
0	1898.2326664614627
1	296.4997379660661
2	6.245491568239808
3	205.5781738308084
4	2.230056606710609
5	3.7593911055883446e-92
6	8.63710439252238e-207
7	6.245490735565443
8	6.245489297531261
9	6.245489209752302
10	6.245480928750241
11	6.245480597147428
12	6.245479836863617
13	6.2454797325171745
14	6.245477738660578
15	6.245475256505818
16	6.245471985066689
17	6.245489596373647
18	6.245486590307212
19	6.245482532116112
20	6.24548009365702
21	6.2454767427473055
22	6.245469725957061
23	6.245467121662341
24	6.2454654884702645
25	6.245462754827533
26	6.245461708848511
27	0.8218216646387148
28	45.520718325644225
29	120.29594917148248
30	3.65296297157898e-05
31	3.9962782697580113e-16
32	0.0
33	0.0
34	0.0
35	0.027210494065552825
36	0.0
37	1.5030637381331207
38	2.3977416690429334
39	23.209400427822356
40	0.00015776280146467456
41	2.376327583275443e-07
42	0.0026576934522383627
43	0.0003251095755792718
44	0.007971224430047599
45	1.8987081208475125e-05
46	0.0001117628443736322
47	0.07266298658287856
48	11.391499150674779
49	0.16175361524068832
50	2.0089833475886033e-36
51	7.094755339527878
52	104.06021064469621
53	7.270299902973248
54	0.04433072258587569
55	0.0
56	0.0
57	0.287272212563483
58	0.0
59	133.28411035502907
60	0.0
61	2.8708518438643993
62	0.0
63	0.1844630905236446
64	0.0
65	13.649309757953068
66	0.0
67	0.0
68	2.2276608119508525
69	0.0
70	0.0
71	3.1123471150393405
72	0.22652137223880692
73	0.004261064164412511
74	20.734879609809656
75	0.0
76	0.0
77	0.0
78	0.0
79	2.2099285033828867e-17
80	8.029073516106592
81	2.23602605160677e-16
82	7.5617130932711e-20
83	0.5258199204948907
84	1.0542824690859694e-19
85	26.542296549473054
86	6.3400928141525695e-21
87	0.0004369376515168999
88	0.8402323462367484
89	0.0011277265639563238
90	80.65495301052809
91	0.005563059693420021
92	0.00018003210517652079
93	47.695520918140225
94	2.7106867610021386e-08
95	0.0005041506936163287
96	1.268614703430508e-07
97	5.269283632488611
98	5.938230687739735e-05
99	640.4379491034946
100	3.607376213181451e-06
101	1.1793228380255516
102	50.49334656717545
103	6.3170323304448e-05
104	1.3728245421464775e-06
105	12.48030390281419
106	4.824985987542455e-05
107	88.26336185968565
108	3.8276539900421025e-08
109	0.00013725209519837577
110	0.0018345008896285232
111	1.7807168485131613
112	0.009204541910903117
113	0.00010640965108259438
114	0.0005337781023672818
115	3.5801970225883363e-07
116	1.7950547411682614e-06
117	2259.9748224081513
118	2.5559252698407467e-06
119	0.0002526853792158037
120	15543.50034273927
121	0.022580728936464383
122	0.22569494999502562
123	1469.13654236229
124	0.002134279534272491
125	0.01702612673472905
126	0.015794713598983476
127	0.12444594484286062
128	3.1045498052697718e-06
129	0.010572667193452484
130	3.9996952776958
131	0.0036264119285290626
132	0.004189128506347337
133	0.0008900541221138106
134	0.11781113947347148
135	0.10079503197052714
136	2.131305961397239
137	0.09504755479811373
138	0.029094311529857097
139	0.005556216037294871
140	3.3431832614589294
141	1.0233573421033189
142	0.19432506428524324
143	0.06033400696218568
144	8.405001434445215e-08
145	2.1221799520553954
146	0.0005969782383410004
147	0.10581343607265052
148	3.364880202759135e-05
149	0.8916704756092749
150	0.0009405003751903284
151	1.2915541656418204e-22
152	2.9149395896435876e-21
153	2.819487754181229e-19
154	6.880623423613512e-27
155	8.780837036701904e-23
156	1.440859446941278e-26
157	3.909037402557157e-23
158	50.24574037237873
159	4.971064374770652
160	3.802656026519815
161	0.3762352382363929
162	1.743105278977733
163	7.251076024206153e-18
164	7.175071875040352e-19
165	4.652001e-11
166	8.569493182500516
167	0.22935992466813865
168	0.1865811580505453
169	0.021810244631554093
170	0.029792137135750744
171	2.524596297147134
172	0.19106438281713517
173	0.08758229250589046
174	3.6433044847178887e-19
175	0.01446004258069881
176	0.00662834827749688
177	2.7573081495819036e-20
178	1.2639242672894452e-20
179	5.257818058295731e-38
180	0.0734357327263302
181	3.481230086627495e-05
182	0.7265358003556613
183	0.30927512259844103
184	2.415404516911832e-23
185	4.8719462404862264e-23
186	2.023882679577841e-40
187	8.732153487310192e-18
188	1.576115706490618e-27
189	1.3349321928324214e-17
190	2.6374464066871906e-22
191	9.715020867849987e-34
192	6.627265119201745e-22
193	1.199039111586512e-22
194	1.4308246742985408e-40
195	1.6796498364826297e-22
196	1.9621754102443865e-21
197	8.481879495719907e-23
198	2.2358734539134173e-33
199	3.4841093398739967e-40
200	7.000416782496048e-40
201	9.346237153401378e-51
202	8.174769120612563e-39
203	3.233137077106804e-40
204	1.353022551372266e-57
205	6.415220110081351e-17
206	5.786050646905435e-43
207	2.503104908996745e-17
208	1.2710823345596228e-26
209	3.959116182672167e-25
210	2.387377925344029e-45
211	1.944919058501544e-44
212	4.820396200058075e-62
213	9.028881250587717e-45
214	6.823752379913765e-62
215	1.4476796962476622e-79
216	1.253605975019133e-34
217	1.2417971345734346e-56
218	3.6722077848682796e-34
219	2.3497037601185856e-46
220	4.5035324122001287e-35
221	0.4971815043883922
222	0.03762743501805227
223	7.175019241167373e-20
224	2.625316928494313e-22
225	9.670439723210066e-34
226	6.545084924321986e-22
227	2.357773699935811e-45
228	1.1934893062882986e-22
229	1.9359169182076871e-44
230	1.4242478541651802e-40
231	4.798239142028599e-62
232	1.6785220824994345e-22
233	2.234390690491603e-33
234	1.953093359578273e-21
235	3.48178485022274e-40
