	0
Sp_FFrFr	4.1911819193046816e-19
Sp_IIrIr	2.1980507370592493e-28
Sp_INS_Isr_Isr	6.67722672770839e-27
Sp_IIrIrI	4.207555122408548e-48
Sp_INS_Isr_Isr_INS	8.150845822664287e-37
EE1E2int	9.408651757863624e-22
EE1Ev3int	3.4656172874651e-33
EE1E1int	3.261888700966668e-21
EE1EE1int	1.1750533225145954e-44
EE1E3int	4.277295085607865e-22
EE1HE3int	6.938053537753146e-44
EE1E4int	5.109869114557544e-40
EE1HE4int	1.721499189391891e-61
E2HE3int	6.48339806036718e-23
HE3Ev3int	8.630374506081273e-34
E1HE3int	6.999563161647223e-21
HE3E4int	1.3460913872597376e-40
HE3HE4int	2.6363701942929336e-62
E2HE4int	2.7047054295849974e-40
HE4Ev3int	3.611091244759207e-51
E1HE4int	2.9194191902116744e-38
E3HE4int	1.2491294584291575e-40
HE4E4int	5.2324978059952566e-58
HE4HE4int	5.5985639906022124e-80
HGF_Met_Metint	2.4764548815835917e-17
HGF_Met_HGF_Metint	4.8392794256193e-35
PPrPPrint	4.7928647958940515e-57
PPrPrint	3.2894345987529042e-43
FFrFFrint	1.4829575353332304e-34
FFrFrint	9.88034370428135e-18
IIrIr_int	1.0360468259899345e-24
INS_Isr_Isr_int	1.0828332346939865e-23
IIrIrI_int	9.804367920564674e-43
INS_Isr_Isr_INS_int	1.4472447037588973e-32
pEE1E2int	9.418672457793632e-22
pEE1Ev3int	3.4693083601115534e-33
pEE1E1int	3.2673498099213997e-21
pEE1EE1int	1.177020611118496e-44
pEE1E3int	4.28185065110303e-22
pEE1HE3int	6.945442961611314e-44
pEE1E4int	5.11530766026984e-40
pEE1HE4int	1.723331416868382e-61
pE2HE3int	6.493039499174885e-23
pHE3Ev3int	8.64320873876532e-34
pE1HE3int	7.007018127628123e-21
pHE3E4int	1.3480921735674061e-40
pHE3HE4int	2.6402888071780953e-62
pE2HE4int	2.708725597136584e-40
pHE4Ev3int	3.6164586420971855e-51
pE1HE4int	2.9225264022912903e-38
pE3HE4int	1.250986122422833e-40
pHE4E4int	5.2402713691856636e-58
pHE4HE4int	5.606881391774763e-80
pHGF_Met_Metint	2.480137602517554e-17
pHGF_Met_HGF_Metint	4.846475881618374e-35
pPPrPPrint	4.7999922071700617e-57
pPPrPrint	3.2934970025573435e-43
pFFrFFrint	1.4851115879790884e-34
pFFrFrint	9.894865967301471e-18
pIIrIr_int	1.0360490771545365e-24
pINS_Isr_Isr_int	1.0828640477202615e-23
pIIrIrI_int	9.804373048056722e-43
pINS_Isr_Isr_INS_int	1.4472751672084563e-32
pIIrIr_int_IRS	7.746946721321165e-25
pINS_Isr_Isr_int_IRS	8.101049413370166e-24
pIIrIrI_int_IRS	7.332321533236535e-43
pINS_Isr_Isr_INS_int_IRS	1.0835234402718418e-32
pEE1E2_G2_SOS	2.5487166669837487e-25
pEE1Ev3_G2_SOS	1.043142230950089e-36
pEE1E1_G2_SOS	7.060128224404862e-25
pEE1EE1_G2_SOS	2.543310760204585e-48
pEE1E3_G2_SOS	1.029925523041087e-25
pEE1HE3_G2_SOS	1.6706058752121478e-47
pEE1E4_G2_SOS	1.6899609704958794e-43
pEE1HE4_G2_SOS	5.693416968369725e-65
pE2HE3_G2_SOS	1.2674377641633923e-25
pHE3Ev3_G2_SOS	1.9281936060493407e-36
pE1HE3_G2_SOS	1.685428315887074e-24
pHE3E4_G2_SOS	3.3802365159548362e-43
pHE3HE4_G2_SOS	6.620313780870911e-65
pE2HE4_G2_SOS	7.54659289784495e-43
pHE4Ev3_G2_SOS	1.1083250943130934e-53
pE1HE4_G2_SOS	9.655299274271715e-42
pE3HE4_G2_SOS	3.1367465878094204e-43
pHE4E4_G2_SOS	1.750349947528622e-60
pHE4HE4_G2_SOS	1.8728040279959624e-82
pHGF_Met_Met_G2_SOS	1.3831570422091907e-20
pHGF_Met_HGF_Met_G2_SOS	2.702844047851438e-38
pPPrPPr_G2_SOS	1.338195897898975e-60
pPPrPr_G2_SOS	6.24620888751397e-47
pFFrFFr_G2_SOS	3.167959706556896e-37
pFFrFr_G2_SOS	2.1590625263577443e-20
pIIrIr_IRS_G2_SOS	5.1075019570526e-30
pINS_Isr_Isr_IRS_G2_SOS	2.189484929626418e-28
pIIrIrI_IRS_G2_SOS	9.606851089889596e-50
pINS_Isr_Isr_INS_IRS_G2_SOS	2.6058961455389097e-38
pEE1E2int_G2_SOS	9.14347133968287e-25
pEE1Ev3int_G2_SOS	3.742155295505791e-36
pEE1E1int_G2_SOS	3.5233329359139835e-24
pEE1EE1int_G2_SOS	1.2692352319832818e-47
pEE1E3int_G2_SOS	3.6948805712880296e-25
pEE1HE3int_G2_SOS	5.993338944565372e-47
pEE1E4int_G2_SOS	6.069368275019463e-43
pEE1HE4int_G2_SOS	2.0447515044168995e-64
pE2HE3int_G2_SOS	4.9028586927994286e-26
pHE3Ev3int_G2_SOS	7.458788275386424e-37
pE1HE3int_G2_SOS	6.046473173726188e-24
pHE3E4int_G2_SOS	1.3087766245843174e-43
pHE3HE4int_G2_SOS	2.5632878387348864e-65
pE2HE4int_G2_SOS	2.9219208400760856e-43
pHE4Ev3int_G2_SOS	4.2912085497669424e-54
pE1HE4int_G2_SOS	3.4676094145807446e-41
pE3HE4int_G2_SOS	1.2145025596540774e-43
pHE4E4int_G2_SOS	6.783262114320187e-61
pHE4HE4int_G2_SOS	7.257819958016027e-83
pHGF_Met_Metint_G2_SOS	5.350681061608134e-21
pHGF_Met_HGF_Metint_G2_SOS	1.0455849992135468e-38
pPPrPPrint_G2_SOS	5.177782765216622e-61
pPPrPrint_G2_SOS	3.553116142439011e-47
pFFrFFrint_G2_SOS	1.2816193611511768e-37
pFFrFrint_G2_SOS	8.538990732168995e-21
pIIrIr_int_IRS_G2_SOS	4.17850057537094e-28
pINS_Isr_Isr_int_IRS_G2_SOS	6.117305665682642e-27
pIIrIrI_int_IRS_G2_SOS	3.9548654860272336e-46
pINS_Isr_Isr_INS_int_IRS_G2_SOS	8.181984185953558e-36
pEE1E2_PLCg	4.555774043543567e-24
pEE1Ev3_PLCg	1.6781339794562698e-35
pEE1E1_PLCg	1.135783821827333e-23
pEE1EE1_PLCg	4.0914999577927586e-47
pEE1E3_PLCg	1.5533173102259427e-24
pEE1HE3_PLCg	2.5195812531022053e-46
pEE1E4_PLCg	1.853674782308767e-42
pEE1HE4_PLCg	6.244962918327087e-64
pE2HE3_PLCg	2.1847048383457197e-24
pHE3Ev3_PLCg	2.9082034955786324e-35
pE1HE3_PLCg	2.5419360400439973e-23
pHE3E4_PLCg	3.0212220588499765e-42
pHE3HE4_PLCg	5.91717121202328e-64
pE2HE4_PLCg	9.10615313528418e-42
pHE4Ev3_PLCg	1.2158902860647305e-52
pE1HE4_PLCg	1.0590649111358085e-40
pE3HE4_PLCg	2.80359319767533e-42
pHE4E4_PLCg	1.1734848166521545e-59
pHE4HE4_PLCg	1.2555815496031654e-81
pHGF_Met_Met_PLCg	1.112736017124018e-18
pHGF_Met_HGF_Met_PLCg	2.1744110746474216e-36
pPPrPPr_PLCg	2.688844686952701e-58
pPPrPr_PLCg	1.2602291272878693e-44
pFFrFFr_PLCg	3.187534841964212e-36
pFFrFr_PLCg	6.515375415192914e-19
pIIrIr_IRS_PLCg	6.163186381869424e-29
pINS_Isr_Isr_IRS_PLCg	4.401526971841044e-27
pIIrIrI_IRS_PLCg	1.1599482435363158e-48
pINS_Isr_Isr_INS_IRS_PLCg	5.244924302694426e-37
pEE1E2_PI3K1	3.010025688523768e-23
pEE1Ev3_PI3K1	5.543760632878616e-35
pEE1E1_PI3K1	3.752091341574216e-23
pEE1EE1_PI3K1	1.3516384815226921e-46
pEE1E3_PI3K1	3.4209490686986613e-23
pEE1HE3_PI3K1	5.5490011674276004e-45
pEE1E4_PI3K1	1.6331394399480802e-41
pEE1HE4_PI3K1	5.50198797016276e-63
pE2HE3_PI3K1	5.77597635179863e-23
pHE3Ev3_PI3K1	6.407313289972908e-34
pE1HE3_PI3K1	5.598230896480094e-22
pHE3E4_PI3K1	1.198255673737297e-40
pHE3HE4_PI3K1	2.346826666380651e-62
pE2HE4_PI3K1	1.2041840510170588e-40
pHE4Ev3_PI3K1	1.072759864032181e-51
pE1HE4_PI3K1	9.330653840798364e-40
pE3HE4_PI3K1	1.1119413768533721e-40
pHE4E4_PI3K1	2.3297609266304146e-58
pHE4HE4_PI3K1	2.4927505524613266e-80
pHGF_Met_Met_PI3K1	1.1040660602821431e-17
pHGF_Met_HGF_Met_PI3K1	2.1574694232328976e-35
pPPrPPr_PI3K1	2.1177617405041458e-57
pPPrPr_PI3K1	1.0275656639214487e-43
pFFrFFr_PI3K1	1.4828879441618348e-34
pFFrFr_PI3K1	1.1519676031455363e-17
pIIrIr_IRS_PI3K1	2.853427385074147e-27
pINS_Isr_Isr_IRS_PI3K1	1.2018003594528508e-25
pIIrIrI_IRS_PI3K1	5.39708757103564e-47
pINS_Isr_Isr_INS_IRS_PI3K1	1.4464308775782027e-35
pEE1E2_PI3K2	2.5850581723548904e-23
pEE1Ev3_PI3K2	4.761072425865327e-35
pEE1E1_PI3K2	3.2223583812592194e-23
pEE1EE1_PI3K2	1.1608088257750669e-46
pEE1E3_PI3K2	2.937968168032452e-23
pEE1HE3_PI3K2	4.765574589829448e-45
pEE1E4_PI3K2	1.402421890152571e-41
pEE1HE4_PI3K2	4.7247083175836456e-63
pE2HE3_PI3K2	4.95854473897082e-23
pHE3Ev3_PI3K2	5.500536117005182e-34
pE1HE3_PI3K2	4.8078568929503e-22
pHE3E4_PI3K2	1.0285694749453818e-40
pHE3HE4_PI3K2	2.0144900145047085e-62
pE2HE4_PI3K2	1.0333801847224883e-40
pHE4Ev3_PI3K2	9.198164208701122e-52
pE1HE4_PI3K2	8.012494210171043e-40
pE3HE4_PI3K2	9.544781267072612e-41
pHE4E4_PI3K2	1.997399849739782e-58
pHE4HE4_PI3K2	2.1371374898284903e-80
pHGF_Met_Met_PI3K2	9.470131581874203e-18
pHGF_Met_HGF_Met_PI3K2	1.850569992504277e-35
pPPrPPr_PI3K2	1.8313533043475897e-57
pPPrPr_PI3K2	8.571415673297576e-44
pFFrFFr_PI3K2	1.265735750692361e-34
pFFrFr_PI3K2	9.856881209190963e-18
pIIrIr_IRS_PI3K2	2.447900472959742e-27
pINS_Isr_Isr_IRS_PI3K2	1.0347986156598003e-25
pIIrIrI_IRS_PI3K2	4.606161304954166e-47
pINS_Isr_Isr_INS_IRS_PI3K2	1.2325827448394743e-35
pEE1E2int_G2_SOS_RasD	1.4601771754200572e-25
pEE1Ev3int_G2_SOS_RasD	5.976077934468431e-37
pEE1E1int_G2_SOS_RasD	5.623153109457399e-25
pEE1EE1int_G2_SOS_RasD	2.0256683668220012e-48
pEE1E3int_G2_SOS_RasD	5.900582004342195e-26
pEE1HE3int_G2_SOS_RasD	9.57113152991849e-48
pEE1E4int_G2_SOS_RasD	9.692554497917657e-44
pEE1HE4int_G2_SOS_RasD	3.2653918026182533e-65
pE2HE3int_G2_SOS_RasD	7.830652549951983e-27
pHE3Ev3int_G2_SOS_RasD	1.191288243638617e-37
pE1HE3int_G2_SOS_RasD	9.655984805899659e-25
pHE3E4int_G2_SOS_RasD	2.0903279195121866e-44
pHE3HE4int_G2_SOS_RasD	4.0939852056429903e-66
pE2HE4int_G2_SOS_RasD	4.666780134107761e-44
pHE4Ev3int_G2_SOS_RasD	6.85375403119792e-55
pE1HE4int_G2_SOS_RasD	5.53764273128231e-42
pE3HE4int_G2_SOS_RasD	1.9397569941475308e-44
pHE4E4int_G2_SOS_RasD	1.0833974451720547e-61
pHE4HE4int_G2_SOS_RasD	1.1591920626869268e-83
pHGF_Met_Metint_G2_SOS_RasD	8.545896798992826e-22
pHGF_Met_HGF_Metint_G2_SOS_RasD	1.669967132699764e-39
pPPrPPrint_G2_SOS_RasD	8.269750506891534e-62
pPPrPrint_G2_SOS_RasD	5.676313748999498e-48
pFFrFFrint_G2_SOS_RasD	2.047021935350725e-38
pFFrFrint_G2_SOS_RasD	1.3638372602953286e-21
pIIrIr_int_IRS_G2_SOS_RasD	6.674302612950122e-29
pINS_Isr_Isr_int_IRS_G2_SOS_RasD	9.771196719804313e-28
pIIrIrI_int_IRS_G2_SOS_RasD	6.317101441226025e-47
pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD	1.3069211087066301e-36
pEE1E2_G2_SOS_RasD	2.055884136616968e-24
pEE1Ev3_G2_SOS_RasD	8.414350611339869e-36
pEE1E1_G2_SOS_RasD	5.6949467170248576e-24
pEE1EE1_G2_SOS_RasD	2.0515235428001773e-47
pEE1E3_G2_SOS_RasD	8.307740014912432e-25
pEE1HE3_G2_SOS_RasD	1.3475692143175571e-46
pEE1E4_G2_SOS_RasD	1.363181762224037e-42
pEE1HE4_G2_SOS_RasD	4.592509715797925e-64
pE2HE3_G2_SOS_RasD	1.0223598375845474e-24
pHE3Ev3_G2_SOS_RasD	1.5553487179240736e-35
pE1HE3_G2_SOS_RasD	1.3595255138432797e-23
pHE3E4_G2_SOS_RasD	2.7266176526819554e-42
pHE3HE4_G2_SOS_RasD	5.340177924380779e-64
pE2HE4_G2_SOS_RasD	6.087347572905614e-42
pHE4Ev3_G2_SOS_RasD	8.94014048844759e-53
pE1HE4_G2_SOS_RasD	7.788302870147068e-41
pE3HE4_G2_SOS_RasD	2.5302101134843975e-42
pHE4E4_G2_SOS_RasD	1.4118939549963074e-59
pHE4HE4_G2_SOS_RasD	1.5106697319489325e-81
pHGF_Met_Met_G2_SOS_RasD	1.1157031350738813e-19
pHGF_Met_HGF_Met_G2_SOS_RasD	2.180209105686248e-37
pPPrPPr_G2_SOS_RasD	1.0794330339898748e-59
pPPrPr_G2_SOS_RasD	5.038462014546555e-46
pFFrFFr_G2_SOS_RasD	2.555392175561901e-36
pFFrFr_G2_SOS_RasD	1.7415773027033834e-19
pIIrIr_IRS_G2_SOS_RasD	4.1198914927349815e-29
pINS_Isr_Isr_IRS_G2_SOS_RasD	1.766113586659513e-27
pIIrIrI_IRS_G2_SOS_RasD	7.749239726852449e-49
pINS_Isr_Isr_INS_IRS_G2_SOS_RasD	2.1020128815925035e-37
pEE1E2_PLCg_PIP2	4.140839328582082e-23
pEE1Ev3_PLCg_PIP2	1.52529144197991e-34
pEE1E1_PLCg_PIP2	1.0323379190943576e-22
pEE1EE1_PLCg_PIP2	3.718850796261082e-46
pEE1E3_PLCg_PIP2	1.4118429299278472e-23
pEE1HE3_PLCg_PIP2	2.2901006486773728e-45
pEE1E4_PLCg_PIP2	1.6848453104726702e-41
pEE1HE4_PLCg_PIP2	5.676182572547066e-63
pE2HE3_PLCg_PIP2	1.9857294544935228e-23
pHE3Ev3_PLCg_PIP2	2.6433343395649925e-34
pE1HE3_PLCg_PIP2	2.310419377697016e-22
pHE3E4_PLCg_PIP2	2.746061391157009e-41
pHE3HE4_PLCg_PIP2	5.378259228030766e-63
pE2HE4_PLCg_PIP2	8.276815936994851e-41
pHE4Ev3_PLCg_PIP2	1.1051580349250064e-51
pE1HE4_PLCg_PIP2	9.626071195203465e-40
pE3HE4_PLCg_PIP2	2.5482532869325195e-41
pHE4E4_PLCg_PIP2	1.0666151814562245e-58
pHE4HE4_PLCg_PIP2	1.1412353390794302e-80
pHGF_Met_Met_PLCg_PIP2	1.0113971465954185e-17
pHGF_Met_HGF_Met_PLCg_PIP2	1.9763835495838613e-35
pPPrPPr_PLCg_PIP2	2.443838699527743e-57
pPPrPr_PLCg_PIP2	1.1456603231819094e-43
pFFrFFr_PLCg_PIP2	2.8973313271967937e-35
pFFrFr_PLCg_PIP2	5.922101489217508e-18
pIIrIr_IRS_PLCg_PIP2	5.601888035607871e-28
pINS_Isr_Isr_IRS_PLCg_PIP2	4.00057314586353e-26
pIIrIrI_IRS_PLCg_PIP2	1.0543438822279889e-47
pINS_Isr_Isr_INS_IRS_PLCg_PIP2	4.767460698520583e-36
pEE1E2_PI3K1_PIP2	2.9796632558822466e-22
pEE1Ev3_PI3K1_PIP2	5.487840142680845e-34
pEE1E1_PI3K1_PIP2	3.714243598729512e-22
pEE1EE1_PI3K1_PIP2	1.3380043671067919e-45
pEE1E3_PI3K1_PIP2	3.3864415908371015e-22
pEE1HE3_PI3K1_PIP2	5.493027803222839e-44
pEE1E4_PI3K1_PIP2	1.6166669657423902e-40
pEE1HE4_PI3K1_PIP2	5.446492801989048e-62
pE2HE3_PI3K1_PIP2	5.717729321399925e-22
pHE3Ev3_PI3K1_PIP2	6.342699606294213e-33
pE1HE3_PI3K1_PIP2	5.541760922559921e-21
pHE3E4_PI3K1_PIP2	1.1861728873601643e-39
pHE3HE4_PI3K1_PIP2	2.323162097605781e-61
pE2HE4_PI3K1_PIP2	1.1920437350870072e-39
pHE4Ev3_PI3K1_PIP2	1.0619504110484581e-50
pE1HE4_PI3K1_PIP2	9.236541232577049e-39
pE3HE4_PI3K1_PIP2	1.100728954173371e-39
pHE4E4_PI3K1_PIP2	2.3062872242123663e-57
pHE4HE4_PI3K1_PIP2	2.4676346348977395e-79
pHGF_Met_Met_PI3K1_PIP2	1.0929384845677235e-16
pHGF_Met_HGF_Met_PI3K1_PIP2	2.1357248900973942e-34
pPPrPPr_PI3K1_PIP2	2.096297765159178e-56
pPPrPr_PI3K1_PIP2	1.017404997524614e-42
pFFrFFr_PI3K1_PIP2	1.467992552430554e-33
pFFrFr_PI3K1_PIP2	1.1403767519266434e-16
pIIrIr_IRS_PI3K1_PIP2	2.8246826438594723e-26
pINS_Isr_Isr_IRS_PI3K1_PIP2	1.1896875676289659e-24
pIIrIrI_IRS_PI3K1_PIP2	5.3427572809945934e-46
pINS_Isr_Isr_INS_IRS_PI3K1_PIP2	1.4318732799478081e-34
pEE1E2_PI3K2_PIP	4.2520279364612725e-51
pEE1Ev3_PI3K2_PIP	7.831240748692956e-63
pEE1E1_PI3K2_PIP	5.3002899255621e-51
pEE1EE1_PI3K2_PIP	1.9093541515277232e-74
pEE1E3_PI3K2_PIP	4.832511232478465e-51
pEE1HE3_PI3K2_PIP	7.838646107013929e-73
pEE1E4_PI3K2_PIP	2.3067726009740348e-69
pEE1HE4_PI3K2_PIP	7.77143296148582e-91
pE2HE3_PI3K2_PIP	8.156075300850862e-51
pHE3Ev3_PI3K2_PIP	9.047571204727036e-62
pE1HE3_PI3K2_PIP	7.908194036619045e-50
